dimension, 678, 591
Result (x y micro-second), 29, 32, 1193
Result (x y micro-second), 1, 5, 2867
Result (x y micro-second), 7, 47, 1293
Result (x y micro-second), 13, 11, 1174
Result (x y micro-second), 47, 5, 1138
Result (x y micro-second), 29, 47, 1015
Result (x y micro-second), 7, 16, 1222
Result (x y micro-second), 11, 11, 1184
Result (x y micro-second), 64, 5, 1149
Result (x y micro-second), 11, 64, 1275
Result (x y micro-second), 11, 11, 1197
Result (x y micro-second), 64, 29, 1022
Result (x y micro-second), 13, 29, 1187
Result (x y micro-second), 64, 16, 1166
Result (x y micro-second), 13, 23, 1193
Result (x y micro-second), 16, 1, 1481
Result (x y micro-second), 13, 16, 1207
Result (x y micro-second), 7, 23, 1243
Result (x y micro-second), 5, 13, 1291
Result (x y micro-second), 47, 47, 1001
Result (x y micro-second), 23, 16, 1166
Result (x y micro-second), 16, 23, 1161
Result (x y micro-second), 32, 23, 1180
Result (x y micro-second), 29, 32, 1188
Result (x y micro-second), 29, 64, 1016
Result (x y micro-second), 16, 32, 1165
Result (x y micro-second), 1, 7, 2538
Result (x y micro-second), 16, 13, 1141
Result (x y micro-second), 64, 13, 1154
Result (x y micro-second), 64, 11, 1268
Result (x y micro-second), 32, 7, 1134
Result (x y micro-second), 7, 5, 1340
Result (x y micro-second), 16, 7, 1136
Result (x y micro-second), 16, 13, 1149
Result (x y micro-second), 23, 11, 1156
Result (x y micro-second), 7, 64, 1251
Result (x y micro-second), 23, 16, 1167
Result (x y micro-second), 11, 13, 1185
Result (x y micro-second), 1, 64, 1935
Result (x y micro-second), 64, 16, 1149
Result (x y micro-second), 29, 13, 1161
Result (x y micro-second), 11, 23, 1195
Result (x y micro-second), 16, 32, 1157
Result (x y micro-second), 64, 7, 1155
Result (x y micro-second), 64, 29, 1014
Result (x y micro-second), 11, 29, 1194
Result (x y micro-second), 47, 16, 1195
Result (x y micro-second), 29, 11, 1155
Result (x y micro-second), 29, 5, 1145
Result (x y micro-second), 32, 5, 1122
Result (x y micro-second), 11, 32, 1208
Result (x y micro-second), 47, 47, 1012
Result (x y micro-second), 11, 7, 1190
Result (x y micro-second), 1, 11, 2211
Result (x y micro-second), 64, 64, 1010
Result (x y micro-second), 47, 29, 1011
Result (x y micro-second), 7, 64, 1271
Result (x y micro-second), 1, 16, 2113
Result (x y micro-second), 29, 64, 1004
Result (x y micro-second), 29, 13, 1155
Result (x y micro-second), 29, 64, 1014
Result (x y micro-second), 47, 11, 1170
Result (x y micro-second), 11, 16, 1187
Result (x y micro-second), 16, 64, 1190
Result (x y micro-second), 16, 7, 1143
Result (x y micro-second), 47, 32, 1011
Result (x y micro-second), 64, 32, 1024
Result (x y micro-second), 23, 1, 1356
Result (x y micro-second), 64, 16, 1142
Result (x y micro-second), 7, 47, 1270
Result (x y micro-second), 7, 47, 1310
Result (x y micro-second), 11, 7, 1176
Result (x y micro-second), 32, 11, 1145
Result (x y micro-second), 29, 7, 1145
Result (x y micro-second), 5, 11, 1303
Result (x y micro-second), 23, 23, 1203
Result (x y micro-second), 5, 7, 1418
Result (x y micro-second), 29, 13, 1152
Result (x y micro-second), 32, 5, 1123
Result (x y micro-second), 5, 7, 1442
Result (x y micro-second), 11, 1, 1671
Result (x y micro-second), 64, 5, 1117
Result (x y micro-second), 32, 11, 1141
Result (x y micro-second), 64, 16, 1152
Result (x y micro-second), 23, 5, 1145
Result (x y micro-second), 5, 47, 1268
Result (x y micro-second), 64, 11, 1185
Result (x y micro-second), 1, 29, 2038
Result (x y micro-second), 13, 32, 1213
Result (x y micro-second), 47, 11, 1177
Result (x y micro-second), 47, 7, 1152
Result (x y micro-second), 47, 64, 1010
Result (x y micro-second), 16, 23, 1158
Result (x y micro-second), 11, 1, 1679
Result (x y micro-second), 29, 16, 1174
Result (x y micro-second), 1, 47, 2235
Result (x y micro-second), 11, 32, 1209
Result (x y micro-second), 32, 47, 1018
Result (x y micro-second), 1, 29, 2035
Result (x y micro-second), 11, 16, 1175
Result (x y micro-second), 47, 7, 1159
Result (x y micro-second), 11, 32, 1214
Result (x y micro-second), 11, 11, 1183
Result (x y micro-second), 11, 32, 1217
Result (x y micro-second), 47, 64, 1011
Result (x y micro-second), 1, 32, 2030
Result (x y micro-second), 1, 32, 2026
Result (x y micro-second), 29, 11, 1136
Result (x y micro-second), 5, 47, 1272
Result (x y micro-second), 11, 23, 1187
Result (x y micro-second), 5, 11, 1303
Result (x y micro-second), 13, 13, 1181
Result (x y micro-second), 47, 5, 1143
Result (x y micro-second), 7, 29, 1228
Result (x y micro-second), 29, 11, 1151
Result (x y micro-second), 5, 16, 1276
Result (x y micro-second), 16, 13, 1149
Result (x y micro-second), 1, 29, 2033
Result (x y micro-second), 23, 5, 1140
Result (x y micro-second), 13, 13, 1186
Result (x y micro-second), 5, 7, 1425
Result (x y micro-second), 64, 5, 1140
Result (x y micro-second), 32, 16, 1129
Result (x y micro-second), 13, 47, 1214
Result (x y micro-second), 11, 16, 1189
Result (x y micro-second), 16, 13, 1147
Result (x y micro-second), 23, 29, 1167
Result (x y micro-second), 23, 13, 1161
Result (x y micro-second), 29, 32, 1195
Result (x y micro-second), 1, 11, 2216
Result (x y micro-second), 1, 7, 2520
Result (x y micro-second), 23, 11, 1148
Result (x y micro-second), 13, 13, 1193
Result (x y micro-second), 64, 64, 1015
Result (x y micro-second), 23, 5, 1151
Result (x y micro-second), 7, 29, 1239
Result (x y micro-second), 7, 5, 1361
Result (x y micro-second), 23, 64, 1013
Result (x y micro-second), 23, 64, 1018
Result (x y micro-second), 29, 29, 1196
Result (x y micro-second), 7, 64, 1246
Result (x y micro-second), 47, 32, 1015
Result (x y micro-second), 13, 13, 1183
Result (x y micro-second), 5, 1, 2443
Result (x y micro-second), 64, 64, 994
Result (x y micro-second), 11, 64, 1281
Result (x y micro-second), 5, 29, 1257
Result (x y micro-second), 5, 13, 1283
Result (x y micro-second), 5, 47, 1310
Result (x y micro-second), 11, 29, 1186
Result (x y micro-second), 1, 16, 2109
Result (x y micro-second), 11, 7, 1194
Result (x y micro-second), 16, 29, 1165
Result (x y micro-second), 64, 47, 1015
Result (x y micro-second), 23, 13, 1155
Result (x y micro-second), 23, 32, 1226
Result (x y micro-second), 5, 7, 1420
Result (x y micro-second), 11, 23, 1184
Result (x y micro-second), 16, 7, 1158
Result (x y micro-second), 13, 13, 1186
Result (x y micro-second), 5, 23, 1268
Result (x y micro-second), 7, 5, 1361
Result (x y micro-second), 7, 5, 1351
Result (x y micro-second), 16, 11, 1152
Result (x y micro-second), 64, 32, 1014
Result (x y micro-second), 32, 64, 1009
Result (x y micro-second), 5, 47, 1265
Result (x y micro-second), 64, 23, 1008
Result (x y micro-second), 16, 32, 1166
Result (x y micro-second), 13, 1, 1600
Result (x y micro-second), 64, 32, 1008
Result (x y micro-second), 23, 5, 1149
Result (x y micro-second), 47, 47, 1012
Result (x y micro-second), 16, 11, 1149
Result (x y micro-second), 47, 47, 1012
Result (x y micro-second), 16, 1, 1487
Result (x y micro-second), 13, 16, 1183
Result (x y micro-second), 5, 29, 1274
Result (x y micro-second), 23, 13, 1162
Result (x y micro-second), 32, 23, 1192
Result (x y micro-second), 64, 23, 1016
Result (x y micro-second), 11, 1, 1678
Result (x y micro-second), 13, 5, 1194
Result (x y micro-second), 13, 64, 1249
Result (x y micro-second), 29, 47, 1017
Result (x y micro-second), 32, 23, 1178
Result (x y micro-second), 13, 7, 1183
Result (x y micro-second), 16, 7, 1178
Result (x y micro-second), 47, 64, 1012
Result (x y micro-second), 11, 32, 1221
Result (x y micro-second), 29, 47, 1013
Result (x y micro-second), 32, 1, 1290
Result (x y micro-second), 11, 29, 1202
Result (x y micro-second), 16, 32, 1172
Result (x y micro-second), 1, 5, 2870
Result (x y micro-second), 5, 64, 1358
Result (x y micro-second), 29, 13, 1158
Result (x y micro-second), 1, 47, 2236
Result (x y micro-second), 11, 7, 1175
Result (x y micro-second), 23, 64, 1011
Result (x y micro-second), 1, 13, 2179
Result (x y micro-second), 23, 11, 1159
Result (x y micro-second), 13, 47, 1211
Result (x y micro-second), 16, 7, 1148
Result (x y micro-second), 29, 47, 1014
Result (x y micro-second), 64, 11, 1197
Result (x y micro-second), 16, 16, 1144
Result (x y micro-second), 5, 23, 1271
Result (x y micro-second), 5, 16, 1268
Result (x y micro-second), 11, 64, 1279
Result (x y micro-second), 23, 13, 1166
Result (x y micro-second), 64, 1, 1169
Result (x y micro-second), 29, 32, 1193
Result (x y micro-second), 29, 64, 1014
Result (x y micro-second), 64, 11, 1187
Result (x y micro-second), 32, 47, 1012
Result (x y micro-second), 16, 5, 1157
Result (x y micro-second), 5, 47, 1280
Result (x y micro-second), 64, 13, 1160
Result (x y micro-second), 47, 23, 1012
Result (x y micro-second), 7, 47, 1255
Result (x y micro-second), 29, 29, 1208
Result (x y micro-second), 5, 47, 1289
Result (x y micro-second), 5, 11, 1288
Result (x y micro-second), 11, 13, 1179
Result (x y micro-second), 7, 29, 1238
Result (x y micro-second), 29, 64, 1022
Result (x y micro-second), 29, 11, 1151
Result (x y micro-second), 29, 11, 1145
Result (x y micro-second), 1, 16, 2120
Result (x y micro-second), 13, 32, 1207
Result (x y micro-second), 11, 47, 1252
Result (x y micro-second), 47, 7, 1150
Result (x y micro-second), 16, 29, 1180
Result (x y micro-second), 23, 13, 1160
Result (x y micro-second), 7, 29, 1229
Result (x y micro-second), 7, 64, 1257
Result (x y micro-second), 11, 11, 1182
Result (x y micro-second), 23, 13, 1168
Result (x y micro-second), 13, 47, 1200
Result (x y micro-second), 29, 16, 1182
Result (x y micro-second), 16, 11, 1143
Result (x y micro-second), 13, 64, 1240
Result (x y micro-second), 13, 64, 1249
Result (x y micro-second), 1, 7, 2540
Result (x y micro-second), 13, 16, 1177
Result (x y micro-second), 1, 16, 2112
Result (x y micro-second), 11, 29, 1184
Result (x y micro-second), 16, 47, 1207
Result (x y micro-second), 11, 1, 1670
Result (x y micro-second), 7, 23, 1216
Result (x y micro-second), 29, 7, 1149
Result (x y micro-second), 11, 47, 1256
Result (x y micro-second), 11, 47, 1255
Result (x y micro-second), 1, 23, 2113
Result (x y micro-second), 16, 29, 1219
Result (x y micro-second), 1, 32, 2078
Result (x y micro-second), 32, 7, 1187
Result (x y micro-second), 29, 64, 1077
Result (x y micro-second), 5, 16, 1316
Result (x y micro-second), 7, 11, 1280
Result (x y micro-second), 64, 7, 1183
Result (x y micro-second), 23, 5, 1196
Result (x y micro-second), 29, 1, 1341
Result (x y micro-second), 32, 1, 1300
Result (x y micro-second), 64, 32, 1031
Result (x y micro-second), 13, 13, 1232
Result (x y micro-second), 32, 16, 1263
Result (x y micro-second), 7, 1, 2276
Result (x y micro-second), 11, 5, 1344
Result (x y micro-second), 13, 23, 1243
Result (x y micro-second), 23, 13, 1178
Result (x y micro-second), 11, 13, 1191
Result (x y micro-second), 16, 32, 1165
Result (x y micro-second), 11, 13, 1209
Result (x y micro-second), 7, 11, 1212
Result (x y micro-second), 32, 1, 1280
Result (x y micro-second), 11, 5, 1215
Result (x y micro-second), 5, 1, 2456
Result (x y micro-second), 1, 29, 2049
Result (x y micro-second), 47, 64, 1016
Result (x y micro-second), 13, 7, 1179
Result (x y micro-second), 11, 5, 1207
Result (x y micro-second), 16, 13, 1160
Result (x y micro-second), 64, 23, 1047
Result (x y micro-second), 16, 13, 1182
Result (x y micro-second), 5, 1, 2472
Result (x y micro-second), 23, 7, 1153
Result (x y micro-second), 7, 1, 2050
Result (x y micro-second), 64, 13, 1174
Result (x y micro-second), 16, 64, 1218
Result (x y micro-second), 29, 1, 1297
Result (x y micro-second), 64, 1, 1161
Result (x y micro-second), 64, 47, 1031
Result (x y micro-second), 47, 64, 1009
Result (x y micro-second), 16, 29, 1220
Result (x y micro-second), 29, 29, 1203
Result (x y micro-second), 29, 47, 1017
Result (x y micro-second), 23, 5, 1158
Result (x y micro-second), 1, 23, 2065
Result (x y micro-second), 29, 16, 1199
Result (x y micro-second), 32, 23, 1214
Result (x y micro-second), 11, 11, 1197
Result (x y micro-second), 32, 13, 1153
Result (x y micro-second), 7, 16, 1245
Result (x y micro-second), 32, 29, 1156
Result (x y micro-second), 7, 7, 1265
Result (x y micro-second), 16, 1, 1487
Result (x y micro-second), 7, 13, 1214
Result (x y micro-second), 29, 1, 1300
Result (x y micro-second), 7, 7, 1271
Result (x y micro-second), 16, 47, 1199
Result (x y micro-second), 29, 5, 1146
Result (x y micro-second), 16, 11, 1152
Result (x y micro-second), 7, 16, 1244
Result (x y micro-second), 47, 29, 1013
Result (x y micro-second), 32, 23, 1179
Result (x y micro-second), 1, 5, 2906
Result (x y micro-second), 29, 23, 1170
Result (x y micro-second), 16, 47, 1235
Result (x y micro-second), 1, 1, 7974
Result (x y micro-second), 11, 5, 1220
Result (x y micro-second), 7, 32, 1234
Result (x y micro-second), 5, 11, 1300
Result (x y micro-second), 7, 32, 1231
Result (x y micro-second), 5, 7, 1407
Result (x y micro-second), 32, 29, 1161
Result (x y micro-second), 47, 16, 1180
Result (x y micro-second), 23, 13, 1196
Result (x y micro-second), 23, 29, 1200
Result (x y micro-second), 47, 7, 1166
Result (x y micro-second), 11, 16, 1198
Result (x y micro-second), 23, 7, 1167
Result (x y micro-second), 23, 7, 1160
Result (x y micro-second), 32, 47, 1015
Result (x y micro-second), 64, 29, 1072
Result (x y micro-second), 29, 7, 1153
Result (x y micro-second), 32, 47, 1014
Result (x y micro-second), 1, 47, 2234
Result (x y micro-second), 64, 1, 1171
Result (x y micro-second), 13, 5, 1194
Result (x y micro-second), 7, 7, 1269
Result (x y micro-second), 23, 1, 1348
Result (x y micro-second), 16, 5, 1157
Result (x y micro-second), 7, 1, 2040
Result (x y micro-second), 32, 64, 1035
Result (x y micro-second), 1, 64, 1959
Result (x y micro-second), 13, 23, 1220
Result (x y micro-second), 5, 32, 1286
Result (x y micro-second), 32, 29, 1154
Result (x y micro-second), 13, 16, 1178
Result (x y micro-second), 11, 1, 1694
Result (x y micro-second), 32, 47, 1005
Result (x y micro-second), 29, 32, 1183
Result (x y micro-second), 16, 29, 1185
Result (x y micro-second), 23, 64, 1012
Result (x y micro-second), 23, 23, 1193
Result (x y micro-second), 64, 5, 1133
Result (x y micro-second), 23, 7, 1163
Result (x y micro-second), 1, 29, 2042
Result (x y micro-second), 1, 29, 2038
Result (x y micro-second), 23, 1, 1361
Result (x y micro-second), 23, 64, 1051
Result (x y micro-second), 23, 16, 1180
Result (x y micro-second), 29, 5, 1152
Result (x y micro-second), 5, 47, 1282
Result (x y micro-second), 29, 11, 1165
Result (x y micro-second), 47, 13, 1161
Result (x y micro-second), 64, 16, 1167
Result (x y micro-second), 64, 16, 1195
Result (x y micro-second), 64, 16, 1150
Result (x y micro-second), 13, 16, 1181
Result (x y micro-second), 47, 5, 1140
Result (x y micro-second), 13, 13, 1187
Result (x y micro-second), 11, 11, 1190
Result (x y micro-second), 1, 11, 2214
Result (x y micro-second), 64, 13, 1161
Result (x y micro-second), 11, 16, 1189
Result (x y micro-second), 11, 29, 1195
Result (x y micro-second), 32, 32, 1213
Result (x y micro-second), 32, 47, 1037
Result (x y micro-second), 23, 7, 1181
Result (x y micro-second), 64, 7, 1162
Result (x y micro-second), 23, 64, 1039
Result (x y micro-second), 32, 11, 1160
Result (x y micro-second), 13, 16, 1192
Result (x y micro-second), 23, 23, 1210
Result (x y micro-second), 1, 13, 2189
Result (x y micro-second), 16, 7, 1149
Result (x y micro-second), 29, 32, 1185
Result (x y micro-second), 16, 16, 1147
Result (x y micro-second), 47, 13, 1155
Result (x y micro-second), 64, 5, 1278
Result (x y micro-second), 29, 1, 1312
Result (x y micro-second), 32, 13, 1145
Result (x y micro-second), 47, 11, 1185
Result (x y micro-second), 5, 7, 1459
Result (x y micro-second), 23, 1, 1398
Result (x y micro-second), 16, 64, 1178
Result (x y micro-second), 32, 1, 1282
Result (x y micro-second), 5, 64, 1277
Result (x y micro-second), 16, 29, 1188
Result (x y micro-second), 11, 11, 1189
Result (x y micro-second), 64, 32, 1018
Result (x y micro-second), 23, 23, 1199
Result (x y micro-second), 11, 47, 1263
Result (x y micro-second), 47, 5, 1152
Result (x y micro-second), 11, 23, 1192
Result (x y micro-second), 1, 64, 1927
Result (x y micro-second), 29, 23, 1154
Result (x y micro-second), 7, 16, 1220
Result (x y micro-second), 64, 11, 1201
Result (x y micro-second), 16, 11, 1147
Result (x y micro-second), 5, 64, 1337
Result (x y micro-second), 1, 64, 1970
Result (x y micro-second), 64, 5, 1126
Result (x y micro-second), 29, 11, 1154
Result (x y micro-second), 29, 47, 1024
Result (x y micro-second), 23, 23, 1208
Result (x y micro-second), 23, 64, 1024
Result (x y micro-second), 64, 32, 1029
Result (x y micro-second), 47, 23, 1024
Result (x y micro-second), 47, 5, 1140
Result (x y micro-second), 7, 32, 1231
Result (x y micro-second), 47, 47, 1029
Result (x y micro-second), 11, 1, 1677
Result (x y micro-second), 5, 1, 2458
Result (x y micro-second), 11, 23, 1190
Result (x y micro-second), 11, 11, 1188
Result (x y micro-second), 13, 7, 1180
Result (x y micro-second), 1, 5, 2874
Result (x y micro-second), 11, 29, 1192
Result (x y micro-second), 13, 32, 1240
Result (x y micro-second), 16, 1, 1485
Result (x y micro-second), 11, 64, 1272
Result (x y micro-second), 64, 1, 1179
Result (x y micro-second), 29, 32, 1197
Result (x y micro-second), 29, 11, 1148
Result (x y micro-second), 29, 47, 1013
Result (x y micro-second), 1, 13, 2169
Result (x y micro-second), 16, 7, 1237
